Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters,Population_Size,Mutation_Rate,Problem_Size,Seed,Wall_Clock_Time
512,55.0,2002,0.2255276619689539,"[0, 4, 0, 5, 6, 6, 0, 7, 7, 3, 1, 5, 6, 3, 0, 2, 3, 3, 6, 6, 7, 2, 3, 5, 1]",1000,0.01,2048,1000,0.01,25,888,0.23060107231140137
1024,55.0,2002,0.2255276619689539,"[0, 4, 0, 5, 6, 6, 0, 7, 7, 3, 1, 5, 6, 3, 0, 2, 3, 3, 6, 6, 7, 2, 3, 5, 1]",1000,0.01,2048,1000,0.01,25,888,0.23060107231140137
2048,55.0,2002,0.2255276619689539,"[0, 4, 0, 5, 6, 6, 0, 7, 7, 3, 1, 5, 6, 3, 0, 2, 3, 3, 6, 6, 7, 2, 3, 5, 1]",1000,0.01,2048,1000,0.01,25,888,0.23060107231140137
0,47.0,1000,0.07741208298830315,"[2, 5, 5, 1, 4, 1, 6, 6, 5, 2, 5, 1, 6, 1, 3, 6, 1, 3, 7, 6, 0, 2, 1, 3, 5]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
1,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
2,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
4,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
8,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
16,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
32,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
64,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
128,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
256,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
512,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
1024,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
2048,55.0,2002,0.2129563929629512,"[0, 6, 4, 7, 6, 7, 7, 1, 1, 4, 1, 7, 0, 0, 5, 6, 0, 0, 6, 3, 3, 2, 4, 3, 2]",1000,0.01,2048,1000,0.01,25,12345,0.21752595901489258
0,109.0,1000,0.14412232500035316,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
1,119.0,2002,0.34859928698278964,"[4, 6, 6, 0, 8, 0, 6, 1, 8, 9, 4, 6, 8, 3, 4, 6, 7, 9, 9, 5, 9, 7, 5, 1, 0, 2, 2, 2, 3, 1, 4, 7, 0, 1, 8, 1, 0, 0, 3, 1, 1, 1, 2, 0, 4, 1, 0, 5, 8, 8]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
2,121.0,3004,0.5154877129825763,"[3, 7, 7, 0, 0, 5, 4, 9, 6, 5, 3, 6, 9, 5, 9, 0, 7, 7, 6, 7, 7, 6, 9, 3, 8, 2, 0, 2, 6, 6, 5, 5, 1, 1, 8, 3, 2, 5, 8, 3, 5, 9, 2, 7, 9, 6, 4, 3, 6, 4]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
4,121.0,5006,0.8764419649960473,"[3, 7, 7, 0, 0, 5, 4, 9, 6, 5, 3, 6, 9, 5, 9, 0, 7, 7, 6, 7, 7, 6, 9, 3, 8, 2, 0, 2, 6, 6, 5, 5, 1, 1, 8, 3, 2, 5, 8, 3, 5, 9, 2, 7, 9, 6, 4, 3, 6, 4]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
8,121.0,9010,2.090692438010592,"[3, 7, 7, 0, 0, 5, 4, 9, 6, 5, 3, 6, 9, 5, 9, 0, 7, 7, 6, 7, 7, 6, 9, 3, 8, 2, 0, 2, 6, 6, 5, 5, 1, 1, 8, 3, 2, 5, 8, 3, 5, 9, 2, 7, 9, 6, 4, 3, 6, 4]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
16,122.0,17019,4.291895342001226,"[0, 1, 8, 7, 1, 4, 0, 3, 6, 4, 2, 1, 3, 1, 0, 1, 8, 3, 4, 7, 4, 0, 6, 3, 3, 2, 5, 6, 9, 8, 7, 0, 5, 2, 7, 5, 3, 9, 1, 9, 3, 9, 8, 2, 8, 7, 8, 6, 6, 9]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
32,122.0,33035,8.127890989999287,"[0, 1, 8, 7, 1, 4, 0, 3, 6, 4, 2, 1, 3, 1, 0, 1, 8, 3, 4, 7, 4, 0, 6, 3, 3, 2, 5, 6, 9, 8, 7, 0, 5, 2, 7, 5, 3, 9, 1, 9, 3, 9, 8, 2, 8, 7, 8, 6, 6, 9]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
64,122.0,65067,17.521566710958723,"[0, 1, 8, 7, 1, 4, 0, 3, 6, 4, 2, 1, 3, 1, 0, 1, 8, 3, 4, 7, 4, 0, 6, 3, 3, 2, 5, 6, 9, 8, 7, 0, 5, 2, 7, 5, 3, 9, 1, 9, 3, 9, 8, 2, 8, 7, 8, 6, 6, 9]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
128,123.0,81084,22.45182862697402,"[3, 1, 5, 8, 7, 7, 1, 4, 9, 9, 2, 7, 6, 7, 8, 1, 4, 7, 6, 5, 8, 0, 6, 0, 7, 5, 9, 8, 1, 8, 1, 5, 2, 2, 6, 5, 1, 9, 1, 9, 3, 2, 0, 0, 7, 6, 8, 1, 7, 8]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
256,123.0,81084,22.45182862697402,"[3, 1, 5, 8, 7, 7, 1, 4, 9, 9, 2, 7, 6, 7, 8, 1, 4, 7, 6, 5, 8, 0, 6, 0, 7, 5, 9, 8, 1, 8, 1, 5, 2, 2, 6, 5, 1, 9, 1, 9, 3, 2, 0, 0, 7, 6, 8, 1, 7, 8]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
512,123.0,81084,22.45182862697402,"[3, 1, 5, 8, 7, 7, 1, 4, 9, 9, 2, 7, 6, 7, 8, 1, 4, 7, 6, 5, 8, 0, 6, 0, 7, 5, 9, 8, 1, 8, 1, 5, 2, 2, 6, 5, 1, 9, 1, 9, 3, 2, 0, 0, 7, 6, 8, 1, 7, 8]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
1024,123.0,81084,22.45182862697402,"[3, 1, 5, 8, 7, 7, 1, 4, 9, 9, 2, 7, 6, 7, 8, 1, 4, 7, 6, 5, 8, 0, 6, 0, 7, 5, 9, 8, 1, 8, 1, 5, 2, 2, 6, 5, 1, 9, 1, 9, 3, 2, 0, 0, 7, 6, 8, 1, 7, 8]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
2048,123.0,81084,22.45182862697402,"[3, 1, 5, 8, 7, 7, 1, 4, 9, 9, 2, 7, 6, 7, 8, 1, 4, 7, 6, 5, 8, 0, 6, 0, 7, 5, 9, 8, 1, 8, 1, 5, 2, 2, 6, 5, 1, 9, 1, 9, 3, 2, 0, 0, 7, 6, 8, 1, 7, 8]",1000,0.4,2048,1000,0.4,50,55,22.458346843719482
0,108.0,1000,0.11808276700321585,"[6, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 5, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 3, 2, 4, 2, 1]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
1,121.0,2002,0.35763521504122764,"[2, 5, 0, 3, 4, 6, 9, 7, 1, 3, 9, 7, 1, 2, 4, 5, 4, 5, 5, 4, 0, 1, 7, 3, 2, 1, 8, 5, 4, 7, 0, 8, 1, 8, 4, 6, 0, 6, 3, 0, 1, 9, 8, 9, 3, 1, 3, 7, 5, 9]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
2,121.0,3003,0.6132764370413497,"[2, 5, 0, 3, 4, 6, 9, 7, 1, 3, 9, 7, 1, 2, 4, 5, 4, 5, 5, 4, 0, 1, 7, 3, 2, 1, 8, 5, 4, 7, 0, 8, 1, 8, 4, 6, 0, 6, 3, 0, 1, 9, 8, 9, 3, 1, 3, 7, 5, 9]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
4,122.0,5006,0.9867270209942944,"[4, 3, 7, 1, 6, 4, 3, 8, 5, 2, 8, 9, 6, 6, 3, 3, 1, 0, 2, 1, 5, 5, 9, 1, 7, 6, 1, 9, 8, 8, 8, 4, 2, 5, 7, 1, 0, 7, 3, 8, 7, 1, 4, 3, 4, 0, 9, 6, 6, 2]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
8,122.0,9010,1.7331564100459218,"[4, 3, 7, 1, 6, 4, 3, 8, 5, 2, 8, 9, 6, 6, 3, 3, 1, 0, 2, 1, 5, 5, 9, 1, 7, 6, 1, 9, 8, 8, 8, 4, 2, 5, 7, 1, 0, 7, 3, 8, 7, 1, 4, 3, 4, 0, 9, 6, 6, 2]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
16,122.0,17018,3.8314039210090414,"[4, 3, 7, 1, 6, 4, 3, 8, 5, 2, 8, 9, 6, 6, 3, 3, 1, 0, 2, 1, 5, 5, 9, 1, 7, 6, 1, 9, 8, 8, 8, 4, 2, 5, 7, 1, 0, 7, 3, 8, 7, 1, 4, 3, 4, 0, 9, 6, 6, 2]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
32,122.0,33034,9.53843588399468,"[4, 3, 7, 1, 6, 4, 3, 8, 5, 2, 8, 9, 6, 6, 3, 3, 1, 0, 2, 1, 5, 5, 9, 1, 7, 6, 1, 9, 8, 8, 8, 4, 2, 5, 7, 1, 0, 7, 3, 8, 7, 1, 4, 3, 4, 0, 9, 6, 6, 2]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
64,123.0,38040,10.603423496009782,"[6, 6, 7, 2, 5, 1, 0, 3, 2, 2, 4, 2, 5, 1, 4, 9, 2, 2, 4, 0, 7, 3, 7, 3, 4, 3, 9, 6, 8, 2, 1, 3, 0, 1, 4, 3, 6, 0, 0, 7, 0, 5, 9, 7, 5, 9, 7, 6, 2, 4]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
128,123.0,38040,10.603423496009782,"[6, 6, 7, 2, 5, 1, 0, 3, 2, 2, 4, 2, 5, 1, 4, 9, 2, 2, 4, 0, 7, 3, 7, 3, 4, 3, 9, 6, 8, 2, 1, 3, 0, 1, 4, 3, 6, 0, 0, 7, 0, 5, 9, 7, 5, 9, 7, 6, 2, 4]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
256,123.0,38040,10.603423496009782,"[6, 6, 7, 2, 5, 1, 0, 3, 2, 2, 4, 2, 5, 1, 4, 9, 2, 2, 4, 0, 7, 3, 7, 3, 4, 3, 9, 6, 8, 2, 1, 3, 0, 1, 4, 3, 6, 0, 0, 7, 0, 5, 9, 7, 5, 9, 7, 6, 2, 4]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
512,123.0,38040,10.603423496009782,"[6, 6, 7, 2, 5, 1, 0, 3, 2, 2, 4, 2, 5, 1, 4, 9, 2, 2, 4, 0, 7, 3, 7, 3, 4, 3, 9, 6, 8, 2, 1, 3, 0, 1, 4, 3, 6, 0, 0, 7, 0, 5, 9, 7, 5, 9, 7, 6, 2, 4]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
1024,123.0,38040,10.603423496009782,"[6, 6, 7, 2, 5, 1, 0, 3, 2, 2, 4, 2, 5, 1, 4, 9, 2, 2, 4, 0, 7, 3, 7, 3, 4, 3, 9, 6, 8, 2, 1, 3, 0, 1, 4, 3, 6, 0, 0, 7, 0, 5, 9, 7, 5, 9, 7, 6, 2, 4]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
2048,123.0,38040,10.603423496009782,"[6, 6, 7, 2, 5, 1, 0, 3, 2, 2, 4, 2, 5, 1, 4, 9, 2, 2, 4, 0, 7, 3, 7, 3, 4, 3, 9, 6, 8, 2, 1, 3, 0, 1, 4, 3, 6, 0, 0, 7, 0, 5, 9, 7, 5, 9, 7, 6, 2, 4]",1000,0.4,2048,1000,0.4,50,888,10.607684850692749
0,111.0,1000,0.16289408202283084,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
1,121.0,2002,0.4021814720472321,"[0, 5, 1, 6, 3, 4, 8, 2, 6, 8, 8, 1, 7, 7, 8, 6, 5, 9, 7, 4, 0, 9, 9, 4, 4, 5, 0, 1, 2, 7, 6, 9, 0, 1, 8, 2, 9, 2, 6, 3, 8, 5, 1, 6, 1, 2, 6, 1, 2, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
2,121.0,3003,0.6122251370106824,"[0, 5, 1, 6, 3, 4, 8, 2, 6, 8, 8, 1, 7, 7, 8, 6, 5, 9, 7, 4, 0, 9, 9, 4, 4, 5, 0, 1, 2, 7, 6, 9, 0, 1, 8, 2, 9, 2, 6, 3, 8, 5, 1, 6, 1, 2, 6, 1, 2, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
4,121.0,5005,1.020498285011854,"[0, 5, 1, 6, 3, 4, 8, 2, 6, 8, 8, 1, 7, 7, 8, 6, 5, 9, 7, 4, 0, 9, 9, 4, 4, 5, 0, 1, 2, 7, 6, 9, 0, 1, 8, 2, 9, 2, 6, 3, 8, 5, 1, 6, 1, 2, 6, 1, 2, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
8,122.0,9010,1.9095624530455098,"[9, 3, 5, 0, 3, 4, 2, 3, 0, 5, 8, 1, 7, 7, 8, 6, 5, 3, 1, 4, 0, 9, 6, 4, 7, 2, 0, 1, 2, 5, 6, 9, 0, 0, 6, 2, 5, 2, 5, 3, 7, 6, 1, 5, 1, 2, 6, 6, 2, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
16,122.0,17018,3.3831046370323747,"[9, 3, 5, 0, 3, 4, 2, 3, 0, 5, 8, 1, 7, 7, 8, 6, 5, 3, 1, 4, 0, 9, 6, 4, 7, 2, 0, 1, 2, 5, 6, 9, 0, 0, 6, 2, 5, 2, 5, 3, 7, 6, 1, 5, 1, 2, 6, 6, 2, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
32,122.0,33034,7.146134935028385,"[9, 3, 5, 0, 3, 4, 2, 3, 0, 5, 8, 1, 7, 7, 8, 6, 5, 3, 1, 4, 0, 9, 6, 4, 7, 2, 0, 1, 2, 5, 6, 9, 0, 0, 6, 2, 5, 2, 5, 3, 7, 6, 1, 5, 1, 2, 6, 6, 2, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
64,123.0,48050,10.74752543400973,"[0, 2, 3, 7, 7, 7, 0, 6, 4, 5, 2, 2, 9, 6, 1, 7, 0, 1, 6, 8, 6, 3, 8, 5, 1, 2, 4, 3, 8, 6, 9, 2, 3, 5, 9, 4, 8, 4, 6, 0, 7, 5, 3, 9, 0, 8, 3, 5, 0, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
128,123.0,48050,10.74752543400973,"[0, 2, 3, 7, 7, 7, 0, 6, 4, 5, 2, 2, 9, 6, 1, 7, 0, 1, 6, 8, 6, 3, 8, 5, 1, 2, 4, 3, 8, 6, 9, 2, 3, 5, 9, 4, 8, 4, 6, 0, 7, 5, 3, 9, 0, 8, 3, 5, 0, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
256,123.0,48050,10.74752543400973,"[0, 2, 3, 7, 7, 7, 0, 6, 4, 5, 2, 2, 9, 6, 1, 7, 0, 1, 6, 8, 6, 3, 8, 5, 1, 2, 4, 3, 8, 6, 9, 2, 3, 5, 9, 4, 8, 4, 6, 0, 7, 5, 3, 9, 0, 8, 3, 5, 0, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
512,123.0,48050,10.74752543400973,"[0, 2, 3, 7, 7, 7, 0, 6, 4, 5, 2, 2, 9, 6, 1, 7, 0, 1, 6, 8, 6, 3, 8, 5, 1, 2, 4, 3, 8, 6, 9, 2, 3, 5, 9, 4, 8, 4, 6, 0, 7, 5, 3, 9, 0, 8, 3, 5, 0, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
1024,123.0,48050,10.74752543400973,"[0, 2, 3, 7, 7, 7, 0, 6, 4, 5, 2, 2, 9, 6, 1, 7, 0, 1, 6, 8, 6, 3, 8, 5, 1, 2, 4, 3, 8, 6, 9, 2, 3, 5, 9, 4, 8, 4, 6, 0, 7, 5, 3, 9, 0, 8, 3, 5, 0, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
2048,123.0,48050,10.74752543400973,"[0, 2, 3, 7, 7, 7, 0, 6, 4, 5, 2, 2, 9, 6, 1, 7, 0, 1, 6, 8, 6, 3, 8, 5, 1, 2, 4, 3, 8, 6, 9, 2, 3, 5, 9, 4, 8, 4, 6, 0, 7, 5, 3, 9, 0, 8, 3, 5, 0, 0]",1000,0.4,2048,1000,0.4,50,12345,10.755079984664917
0,206.0,1000,0.21000985702266917,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 0, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 4]",1000,0.5,2048,1000,0.5,100,55,65.36937403678894
1,220.0,2002,0.5380356480018236,"[8, 7, 5, 3, 8, 0, 5, 8, 2, 4, 6, 3, 9, 4, 8, 1, 6, 4, 8, 2, 2, 0, 1, 1, 1, 8, 9, 1, 1, 2, 8, 2, 3, 8, 4, 5, 2, 9, 6, 9, 3, 5, 4, 9, 9, 2, 5, 6, 6, 9, 8, 4, 4, 0, 9, 0, 0, 5, 4, 8, 2, 5, 1, 4, 4, 0, 9, 9, 1, 4, 7, 7, 5, 5, 2, 3, 0, 3, 7, 3, 3, 5, 3, 9, 3, 6, 4, 6, 9, 8, 4, 9, 5, 9, 9, 5, 5, 5, 2, 6]",1000,0.5,2048,1000,0.5,100,55,65.36937403678894
2,220.0,3003,0.842440267035272,"[8, 7, 5, 3, 8, 0, 5, 8, 2, 4, 6, 3, 9, 4, 8, 1, 6, 4, 8, 2, 2, 0, 1, 1, 1, 8, 9, 1, 1, 2, 8, 2, 3, 8, 4, 5, 2, 9, 6, 9, 3, 5, 4, 9, 9, 2, 5, 6, 6, 9, 8, 4, 4, 0, 9, 0, 0, 5, 4, 8, 2, 5, 1, 4, 4, 0, 9, 9, 1, 4, 7, 7, 5, 5, 2, 3, 0, 3, 7, 3, 3, 5, 3, 9, 3, 6, 4, 6, 9, 8, 4, 9, 5, 9, 9, 5, 5, 5, 2, 6]",1000,0.5,2048,1000,0.5,100,55,65.36937403678894
