Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0.00596176297403872,206.0,25.0,25,0.1,2048
1,0.06525014596991241,219.0,52.0,25,0.1,2048
2,0.07390379998832941,219.0,78.0,25,0.1,2048
3,0.08414128498407081,219.0,104.0,25,0.1,2048
4,0.091434184985701,219.0,130.0,25,0.1,2048
5,0.141406612994615,219.0,156.0,25,0.1,2048
6,0.19319331098813564,221.0,183.0,25,0.1,2048
7,0.23206012096488848,221.0,209.0,25,0.1,2048
8,0.2578092909534462,221.0,235.0,25,0.1,2048
9,0.27522184897679836,223.0,262.0,25,0.1,2048
10,0.281965609989129,224.0,289.0,25,0.1,2048
11,0.293312733003404,224.0,315.0,25,0.1,2048
12,0.2991984669934027,224.0,341.0,25,0.1,2048
13,0.30483261100016534,224.0,367.0,25,0.1,2048
14,0.31071259797317907,224.0,393.0,25,0.1,2048
15,0.316660497977864,224.0,419.0,25,0.1,2048
16,0.32204210496274754,224.0,445.0,25,0.1,2048
17,0.3296082359738648,226.0,472.0,25,0.1,2048
18,0.3366888029850088,226.0,498.0,25,0.1,2048
19,0.34930651099421084,226.0,524.0,25,0.1,2048
20,0.3622241569682956,228.0,551.0,25,0.1,2048
21,0.3693097709910944,228.0,577.0,25,0.1,2048
22,0.3778519369661808,228.0,603.0,25,0.1,2048
23,0.38483010698109865,228.0,629.0,25,0.1,2048
24,0.3909261509543285,228.0,655.0,25,0.1,2048
25,0.39761444996111095,229.0,682.0,25,0.1,2048
26,0.40549876395380124,229.0,708.0,25,0.1,2048
27,0.41079249494941905,229.0,734.0,25,0.1,2048
28,0.41587603295920417,229.0,760.0,25,0.1,2048
29,0.4210419409791939,229.0,786.0,25,0.1,2048
30,0.4261202189954929,229.0,812.0,25,0.1,2048
31,0.4312633159570396,229.0,838.0,25,0.1,2048
32,0.43631956697208807,229.0,864.0,25,0.1,2048
33,0.4430373579962179,229.0,890.0,25,0.1,2048
34,0.4480657609528862,229.0,916.0,25,0.1,2048
35,0.4532140149967745,229.0,942.0,25,0.1,2048
36,0.4597898779902607,229.0,968.0,25,0.1,2048
37,0.46631860500201583,229.0,994.0,25,0.1,2048
38,0.47254018299281597,229.0,1020.0,25,0.1,2048
39,0.47864447796018794,229.0,1046.0,25,0.1,2048
40,0.48546920996159315,229.0,1072.0,25,0.1,2048
41,0.4925666559720412,229.0,1098.0,25,0.1,2048
42,0.49803056300152093,229.0,1124.0,25,0.1,2048
43,0.5033667929819785,229.0,1150.0,25,0.1,2048
44,0.5097258649766445,229.0,1176.0,25,0.1,2048
45,0.515252397977747,229.0,1202.0,25,0.1,2048
46,0.5204185599577613,229.0,1228.0,25,0.1,2048
47,0.5260375579819083,229.0,1254.0,25,0.1,2048
48,0.5312274529715069,229.0,1280.0,25,0.1,2048
49,0.5364820609684102,229.0,1306.0,25,0.1,2048
50,0.5448760059662163,229.0,1332.0,25,0.1,2048
51,0.5503319489653222,229.0,1358.0,25,0.1,2048
52,0.555453916953411,229.0,1384.0,25,0.1,2048
53,0.5608185309683904,229.0,1410.0,25,0.1,2048
54,0.5668472399702296,229.0,1436.0,25,0.1,2048
55,0.572182014991995,229.0,1462.0,25,0.1,2048
56,0.5776429259567522,229.0,1488.0,25,0.1,2048
57,0.5834171259775758,229.0,1514.0,25,0.1,2048
58,0.5893245479674079,229.0,1540.0,25,0.1,2048
59,0.5944785189931281,229.0,1566.0,25,0.1,2048
60,0.5999527839594521,229.0,1592.0,25,0.1,2048
61,0.6054185479879379,229.0,1618.0,25,0.1,2048
62,0.6105018849484622,229.0,1644.0,25,0.1,2048
63,0.6157092759967782,229.0,1670.0,25,0.1,2048
64,0.6209687739610672,229.0,1696.0,25,0.1,2048
65,0.6278494739672169,229.0,1722.0,25,0.1,2048
66,0.6333341149729677,229.0,1748.0,25,0.1,2048
67,0.6387096989783458,229.0,1774.0,25,0.1,2048
68,0.6438406049855985,229.0,1800.0,25,0.1,2048
69,0.6489263649564236,229.0,1826.0,25,0.1,2048
70,0.654179053963162,229.0,1852.0,25,0.1,2048
71,0.6594085529795848,229.0,1878.0,25,0.1,2048
72,0.6648314299527556,229.0,1904.0,25,0.1,2048
73,0.6701229739701375,229.0,1930.0,25,0.1,2048
74,0.6753361059818417,229.0,1956.0,25,0.1,2048
75,0.6807625629589893,229.0,1982.0,25,0.1,2048
76,0.6859112049569376,229.0,2008.0,25,0.1,2048
77,0.6913619379629381,229.0,2034.0,25,0.1,2048
78,0.69648728298489,229.0,2060.0,25,0.1,2048
79,0.7017042209627107,229.0,2086.0,25,0.1,2048
80,0.706891932990402,229.0,2112.0,25,0.1,2048
81,0.7118471859721467,229.0,2138.0,25,0.1,2048
82,0.7170295009855181,229.0,2164.0,25,0.1,2048
83,0.7219707989715971,229.0,2190.0,25,0.1,2048
84,0.7274519729544409,229.0,2216.0,25,0.1,2048
85,0.7332140429643914,229.0,2242.0,25,0.1,2048
86,0.7385307149961591,229.0,2268.0,25,0.1,2048
87,0.7435438669635914,229.0,2294.0,25,0.1,2048
88,0.7498211179627106,229.0,2320.0,25,0.1,2048
89,0.7551677799783647,229.0,2346.0,25,0.1,2048
90,0.7602865819935687,229.0,2372.0,25,0.1,2048
91,0.7653773379861377,229.0,2398.0,25,0.1,2048
92,0.7705825659795664,229.0,2424.0,25,0.1,2048
93,0.7755704749724828,229.0,2450.0,25,0.1,2048
94,0.7806042640004307,229.0,2476.0,25,0.1,2048
95,0.7856786389602348,229.0,2502.0,25,0.1,2048
96,0.790671074995771,229.0,2528.0,25,0.1,2048
97,0.7958297790028155,229.0,2554.0,25,0.1,2048
98,0.8010573639767244,229.0,2580.0,25,0.1,2048
99,0.8063125069602393,229.0,2606.0,25,0.1,2048
100,0.8112740669748746,229.0,2632.0,25,0.1,2048
101,0.8162939769681543,229.0,2658.0,25,0.1,2048
102,0.8220572639838792,229.0,2684.0,25,0.1,2048
103,0.8299859959515743,229.0,2710.0,25,0.1,2048
104,0.8373563559725881,229.0,2736.0,25,0.1,2048
105,0.8434503479511477,229.0,2762.0,25,0.1,2048
106,0.8489098909776658,229.0,2788.0,25,0.1,2048
107,0.854017193953041,229.0,2814.0,25,0.1,2048
108,0.859653913998045,229.0,2840.0,25,0.1,2048
109,0.8700735309976153,229.0,2866.0,25,0.1,2048
110,0.8773740759934299,229.0,2892.0,25,0.1,2048
111,0.8859888109727763,229.0,2918.0,25,0.1,2048
112,0.8917518569505773,229.0,2944.0,25,0.1,2048
113,0.8970556989661418,229.0,2970.0,25,0.1,2048
114,0.9030943249817938,229.0,2996.0,25,0.1,2048
115,0.9084637140040286,229.0,3022.0,25,0.1,2048
116,0.9136805379530415,229.0,3048.0,25,0.1,2048
117,0.920476441970095,229.0,3074.0,25,0.1,2048
118,0.9258628489915282,229.0,3100.0,25,0.1,2048
119,0.9310556569835171,229.0,3126.0,25,0.1,2048
120,0.9366776559618302,229.0,3152.0,25,0.1,2048
121,0.9424898749566637,229.0,3178.0,25,0.1,2048
122,0.948743280954659,229.0,3204.0,25,0.1,2048
123,0.9540791990002617,229.0,3230.0,25,0.1,2048
124,0.9590754410019144,229.0,3256.0,25,0.1,2048
125,0.964260104985442,229.0,3282.0,25,0.1,2048
