Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters,Decay_Type,Problem_Size,Seed,Wall_Clock_Time
4,110.0,8,0.009588662011083215,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 4, 9, 1, 0, 2, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 8, 6, 8, 9]",exponential,250,0.005,0.001,249.9880144598017,250,2048,exp_decay,50,12345,0.9844238758087158
8,106.0,16,0.014263886027038097,"[7, 5, 1, 4, 9, 9, 2, 1, 6, 1, 9, 7, 6, 0, 4, 9, 1, 0, 2, 7, 7, 7, 5, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 5, 0, 8, 6, 8, 9]",exponential,250,0.005,0.001,249.98217077825873,250,2048,exp_decay,50,12345,0.9844238758087158
16,110.0,32,0.01804458600236103,"[9, 6, 1, 4, 9, 9, 2, 1, 6, 1, 9, 2, 6, 0, 4, 9, 1, 0, 2, 7, 8, 7, 5, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 6, 5, 2, 5, 3, 0, 6, 2, 3, 8, 0, 8, 9]",exponential,250,0.005,0.001,249.9774452849886,250,2048,exp_decay,50,12345,0.9844238758087158
32,115.0,64,0.025709039997309446,"[9, 5, 4, 4, 7, 3, 2, 1, 6, 1, 9, 2, 2, 5, 4, 2, 1, 0, 2, 7, 8, 7, 0, 7, 4, 7, 4, 0, 3, 5, 8, 3, 5, 7, 2, 5, 9, 6, 5, 2, 5, 3, 9, 6, 2, 3, 8, 0, 8, 9]",exponential,250,0.005,0.001,249.96786576539841,250,2048,exp_decay,50,12345,0.9844238758087158
64,107.0,127,0.040340467006899416,"[9, 0, 1, 1, 7, 3, 2, 1, 6, 1, 9, 2, 7, 1, 4, 9, 1, 1, 8, 1, 8, 7, 0, 7, 4, 0, 7, 8, 3, 5, 8, 6, 0, 1, 4, 5, 5, 2, 5, 2, 5, 3, 0, 2, 2, 9, 2, 0, 4, 9]",exponential,250,0.005,0.001,249.94957950137848,250,2048,exp_decay,50,12345,0.9844238758087158
128,105.0,255,0.06438054901082069,"[9, 0, 2, 2, 6, 3, 2, 1, 6, 7, 9, 3, 7, 6, 1, 7, 0, 1, 8, 7, 6, 1, 3, 2, 2, 0, 7, 2, 2, 5, 6, 8, 4, 1, 4, 9, 6, 2, 6, 4, 8, 8, 0, 1, 1, 3, 7, 5, 6, 9]",exponential,250,0.005,0.001,249.91953726501893,250,2048,exp_decay,50,12345,0.9844238758087158
256,109.0,511,0.11475157999666408,"[3, 0, 1, 3, 5, 1, 5, 3, 6, 7, 4, 5, 8, 2, 1, 0, 7, 1, 6, 2, 1, 5, 1, 8, 9, 1, 6, 7, 2, 8, 0, 3, 8, 1, 4, 5, 6, 5, 4, 9, 0, 1, 3, 5, 2, 0, 1, 8, 7, 1]",exponential,250,0.005,0.001,249.85660166690127,250,2048,exp_decay,50,12345,0.9844238758087158
512,109.0,1020,0.23870967800030485,"[3, 0, 0, 9, 1, 9, 9, 0, 8, 4, 6, 3, 0, 7, 4, 1, 7, 1, 1, 4, 9, 2, 7, 3, 4, 6, 9, 7, 9, 9, 7, 0, 1, 7, 7, 6, 2, 3, 8, 4, 2, 2, 5, 3, 3, 8, 3, 3, 4, 8]",exponential,250,0.005,0.001,249.70179090139573,250,2048,exp_decay,50,12345,0.9844238758087158
1024,119.0,1996,0.5532735330052674,"[0, 8, 6, 3, 5, 5, 4, 5, 8, 8, 3, 2, 3, 2, 8, 0, 6, 4, 9, 5, 8, 9, 8, 7, 3, 6, 8, 9, 1, 8, 0, 6, 2, 4, 8, 5, 3, 0, 9, 0, 0, 7, 5, 4, 5, 0, 6, 1, 3, 2]",exponential,250,0.005,0.001,249.3093638010091,250,2048,exp_decay,50,12345,0.9844238758087158
2048,123.0,2568,0.9736341350362636,"[5, 8, 2, 4, 6, 6, 9, 0, 0, 4, 2, 4, 0, 2, 7, 7, 1, 8, 1, 8, 8, 7, 7, 3, 2, 9, 1, 5, 3, 3, 4, 2, 2, 6, 5, 0, 7, 6, 4, 7, 0, 9, 3, 6, 2, 3, 5, 8, 6, 2]",exponential,250,0.005,0.001,248.7859149156317,250,2048,exp_decay,50,12345,0.9844238758087158
0,206.0,0,0.0003732970217242837,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 0, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 4]",exponential,750,0.005,0.001,749.9986001374749,750,2048,exp_decay,100,55,1.0962600708007812
1,205.0,2,0.0024928959901444614,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 4]",exponential,750,0.005,0.001,749.9906516982979,750,2048,exp_decay,100,55,1.0962600708007812
2,205.0,4,0.004940216022077948,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 5, 1, 7, 5, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 2]",exponential,750,0.005,0.001,749.981474418719,750,2048,exp_decay,100,55,1.0962600708007812
4,202.0,8,0.0075482919928617775,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 2, 1, 8, 0, 8, 9, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 5, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 1, 7, 4, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 1, 2, 3, 2]",exponential,750,0.005,0.001,749.9716944391766,750,2048,exp_decay,100,55,1.0962600708007812
8,201.0,16,0.010381097032222897,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 5, 6, 3, 8, 7, 2, 1, 3, 1, 3, 9, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 1, 7, 4, 9, 3, 6, 2, 2, 6, 0, 8, 1, 7, 2, 9, 1, 0, 9, 1, 7, 7, 2, 3, 2]",exponential,750,0.005,0.001,749.961071896429,750,2048,exp_decay,100,55,1.0962600708007812
16,201.0,32,0.015285959001630545,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 8, 7, 1, 5, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 5, 4, 9, 1, 8, 2, 0, 7, 2, 8, 0, 9, 6, 3, 8, 7, 2, 2, 3, 1, 3, 0, 2, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 7, 4, 2, 0, 8, 3, 8, 0, 9, 4, 6, 9, 6, 5, 3, 7, 2, 7, 4, 9, 3, 6, 2, 2, 0, 0, 8, 1, 7, 2, 9, 1, 0, 7, 1, 7, 7, 3, 9, 2]",exponential,750,0.005,0.001,749.9426798442557,750,2048,exp_decay,100,55,1.0962600708007812
32,198.0,64,0.023085649008862674,"[7, 8, 5, 7, 5, 1, 6, 0, 3, 0, 7, 1, 8, 7, 8, 3, 7, 0, 7, 5, 1, 8, 0, 8, 0, 8, 4, 4, 6, 9, 1, 8, 2, 0, 7, 2, 8, 0, 9, 4, 3, 8, 1, 2, 2, 1, 4, 3, 0, 0, 8, 0, 3, 2, 1, 2, 0, 5, 4, 3, 1, 4, 2, 0, 8, 3, 8, 0, 9, 7, 6, 9, 6, 5, 3, 7, 2, 7, 4, 9, 3, 6, 2, 5, 0, 0, 8, 1, 7, 2, 9, 6, 0, 7, 3, 7, 7, 3, 4, 2]",exponential,750,0.005,0.001,749.9134338124044,750,2048,exp_decay,100,55,1.0962600708007812
64,203.0,128,0.03651933203218505,"[7, 8, 9, 5, 5, 6, 6, 5, 3, 9, 7, 1, 3, 7, 1, 3, 7, 0, 7, 9, 1, 4, 0, 8, 7, 8, 4, 4, 6, 2, 1, 2, 2, 0, 7, 2, 9, 7, 9, 1, 3, 8, 1, 5, 2, 1, 8, 3, 0, 4, 8, 8, 3, 2, 2, 2, 0, 5, 4, 3, 1, 4, 2, 0, 8, 2, 8, 0, 9, 7, 6, 9, 6, 5, 3, 1, 4, 7, 2, 7, 3, 6, 2, 5, 0, 0, 9, 1, 7, 2, 9, 6, 0, 7, 3, 7, 7, 0, 4, 2]",exponential,750,0.005,0.001,749.8630650071959,750,2048,exp_decay,100,55,1.0962600708007812
128,214.0,256,0.06737144698854536,"[7, 8, 7, 5, 5, 6, 6, 6, 0, 9, 0, 1, 3, 5, 5, 3, 7, 0, 7, 9, 1, 0, 9, 9, 6, 8, 4, 4, 6, 5, 1, 2, 1, 0, 4, 4, 6, 8, 9, 1, 0, 5, 8, 4, 2, 1, 0, 3, 0, 4, 9, 9, 8, 2, 5, 7, 0, 5, 9, 3, 1, 4, 7, 0, 9, 2, 2, 8, 8, 7, 8, 9, 6, 5, 4, 1, 2, 5, 2, 8, 8, 6, 5, 0, 0, 9, 9, 0, 7, 4, 9, 0, 0, 7, 3, 7, 7, 6, 3, 2]",exponential,750,0.005,0.001,749.7473996213141,750,2048,exp_decay,100,55,1.0962600708007812
256,205.0,512,0.12470308499177918,"[2, 8, 8, 5, 1, 6, 6, 2, 0, 3, 4, 1, 5, 2, 6, 0, 7, 0, 6, 4, 5, 0, 6, 2, 5, 8, 9, 4, 6, 8, 9, 3, 8, 0, 4, 5, 6, 0, 8, 7, 0, 7, 6, 8, 9, 1, 4, 6, 8, 9, 6, 5, 8, 9, 9, 1, 6, 8, 3, 0, 8, 1, 1, 0, 6, 2, 1, 1, 5, 8, 2, 5, 4, 5, 4, 2, 6, 6, 2, 8, 8, 7, 5, 3, 2, 5, 9, 2, 7, 4, 2, 0, 9, 7, 3, 1, 2, 6, 1, 9]",exponential,750,0.005,0.001,749.5325091902919,750,2048,exp_decay,100,55,1.0962600708007812
512,213.0,1024,0.25288763298885897,"[2, 1, 3, 5, 7, 7, 0, 0, 7, 0, 9, 2, 9, 8, 8, 2, 1, 1, 4, 4, 1, 0, 0, 1, 5, 0, 9, 2, 4, 9, 5, 3, 3, 9, 8, 0, 4, 7, 6, 8, 6, 2, 6, 7, 3, 3, 0, 8, 1, 0, 1, 3, 0, 3, 5, 4, 4, 5, 8, 0, 7, 1, 4, 8, 5, 8, 2, 0, 4, 0, 8, 5, 8, 0, 3, 9, 2, 1, 1, 3, 6, 1, 7, 8, 9, 9, 8, 7, 0, 0, 7, 2, 5, 7, 2, 8, 2, 4, 4, 4]",exponential,750,0.005,0.001,749.0522706751254,750,2048,exp_decay,100,55,1.0962600708007812
1024,214.0,2031,0.5886700280243531,"[6, 4, 5, 7, 5, 3, 7, 4, 7, 8, 7, 8, 8, 4, 6, 9, 8, 1, 0, 6, 5, 1, 9, 5, 2, 5, 7, 8, 9, 5, 4, 6, 0, 6, 0, 4, 3, 6, 1, 3, 8, 3, 6, 4, 4, 9, 3, 6, 5, 3, 2, 1, 2, 5, 9, 9, 0, 0, 1, 7, 9, 3, 0, 4, 5, 9, 6, 0, 8, 5, 1, 6, 6, 3, 3, 4, 1, 5, 2, 6, 1, 4, 3, 8, 0, 1, 5, 4, 8, 9, 9, 5, 7, 2, 4, 6, 0, 2, 2, 3]",exponential,750,0.005,0.001,747.7957329511261,750,2048,exp_decay,100,55,1.0962600708007812
2048,230.0,2979,1.0859120159875602,"[1, 3, 7, 7, 3, 1, 6, 9, 1, 2, 3, 4, 4, 2, 6, 6, 2, 9, 6, 0, 0, 8, 4, 5, 2, 1, 0, 0, 4, 8, 2, 0, 3, 1, 6, 3, 2, 8, 6, 0, 8, 9, 0, 5, 7, 7, 1, 7, 1, 0, 7, 8, 1, 2, 9, 6, 3, 9, 3, 6, 2, 3, 2, 1, 8, 5, 0, 2, 8, 2, 8, 8, 9, 6, 5, 4, 8, 6, 9, 7, 7, 9, 7, 9, 6, 7, 1, 9, 9, 8, 7, 0, 1, 4, 4, 9, 5, 1, 6, 5]",exponential,750,0.005,0.001,745.9388650051618,750,2048,exp_decay,100,55,1.0962600708007812
0,210.0,0,0.00037827598862349987,"[6, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 5, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 1, 5, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",exponential,750,0.005,0.001,749.9985814663842,750,2048,exp_decay,100,888,1.0284290313720703
1,210.0,2,0.0022778399870730937,"[4, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 5, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 1, 5, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",exponential,750,0.005,0.001,749.991458148691,750,2048,exp_decay,100,888,1.0284290313720703
2,211.0,4,0.004921204992569983,"[4, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 9, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 1, 5, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",exponential,750,0.005,0.001,749.9815457083222,750,2048,exp_decay,100,888,1.0284290313720703
4,212.0,8,0.007524377957452089,"[4, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 3, 2, 4, 1, 7, 2, 8, 6, 3, 8, 9, 9, 4, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 0, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 4, 5, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",exponential,750,0.005,0.001,749.9717841134304,750,2048,exp_decay,100,888,1.0284290313720703
8,212.0,16,0.010277978959493339,"[4, 3, 7, 9, 1, 0, 0, 9, 3, 0, 6, 9, 2, 4, 1, 7, 2, 8, 6, 3, 8, 9, 9, 2, 6, 9, 2, 9, 1, 0, 2, 6, 2, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 0, 0, 3, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 4, 0, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 9, 4, 3, 5, 2, 1, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",exponential,750,0.005,0.001,749.9614585692303,750,2048,exp_decay,100,888,1.0284290313720703
16,209.0,32,0.014873728970997036,"[4, 3, 7, 9, 1, 0, 6, 9, 3, 9, 6, 9, 2, 4, 1, 7, 2, 8, 6, 3, 8, 9, 9, 2, 6, 9, 2, 9, 1, 0, 2, 6, 2, 8, 2, 1, 9, 8, 4, 0, 3, 0, 8, 6, 0, 0, 3, 4, 2, 2, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 4, 0, 0, 6, 6, 7, 9, 4, 9, 9, 6, 0, 5, 7, 4, 6, 9, 5, 9, 4, 5, 5, 2, 1, 5, 4, 7, 6, 8, 9, 4, 8, 7, 0, 4, 7]",exponential,750,0.005,0.001,749.9442255903181,750,2048,exp_decay,100,888,1.0284290313720703
32,210.0,64,0.022186004964169115,"[2, 3, 7, 9, 1, 9, 6, 9, 3, 9, 6, 9, 2, 4, 4, 7, 2, 8, 6, 3, 8, 9, 9, 4, 7, 9, 9, 9, 1, 0, 6, 6, 2, 8, 2, 8, 9, 8, 4, 0, 9, 0, 8, 6, 0, 0, 3, 4, 2, 3, 9, 6, 5, 2, 8, 3, 3, 3, 8, 1, 7, 4, 8, 4, 4, 0, 0, 0, 6, 7, 5, 5, 9, 9, 6, 0, 5, 7, 4, 6, 7, 5, 9, 4, 5, 5, 2, 1, 5, 4, 6, 6, 8, 9, 4, 8, 7, 0, 4, 7]",exponential,750,0.005,0.001,749.9168070957651,750,2048,exp_decay,100,888,1.0284290313720703
64,207.0,128,0.03590817196527496,"[2, 3, 7, 9, 2, 9, 6, 9, 3, 9, 6, 0, 2, 4, 4, 7, 2, 8, 6, 3, 2, 9, 9, 4, 6, 6, 9, 4, 7, 0, 2, 6, 2, 8, 2, 8, 9, 8, 4, 6, 9, 0, 8, 6, 0, 1, 3, 4, 5, 3, 9, 6, 3, 2, 0, 3, 3, 3, 8, 1, 7, 4, 8, 2, 8, 0, 5, 0, 6, 7, 5, 5, 8, 9, 6, 6, 5, 7, 4, 4, 7, 5, 9, 6, 5, 1, 2, 1, 5, 3, 6, 6, 8, 9, 4, 8, 7, 4, 4, 7]",exponential,750,0.005,0.001,749.8653564425019,750,2048,exp_decay,100,888,1.0284290313720703
128,206.0,256,0.06204502994660288,"[4, 3, 2, 3, 8, 9, 4, 9, 2, 2, 6, 3, 2, 0, 1, 7, 0, 3, 6, 3, 8, 9, 9, 6, 8, 5, 6, 1, 1, 1, 2, 6, 9, 8, 9, 7, 9, 6, 4, 6, 0, 4, 6, 3, 0, 1, 5, 4, 5, 3, 9, 4, 3, 2, 0, 4, 3, 3, 1, 4, 5, 4, 7, 2, 8, 0, 1, 0, 6, 5, 5, 5, 8, 5, 6, 6, 5, 7, 4, 4, 1, 5, 9, 6, 5, 1, 4, 4, 5, 3, 2, 6, 7, 0, 2, 8, 7, 9, 4, 7]",exponential,750,0.005,0.001,749.7673672238349,750,2048,exp_decay,100,888,1.0284290313720703
256,205.0,512,0.1170670609571971,"[7, 3, 0, 6, 6, 9, 8, 5, 2, 2, 6, 0, 2, 0, 8, 5, 0, 3, 0, 3, 9, 4, 6, 1, 6, 2, 6, 1, 1, 7, 1, 5, 1, 8, 7, 7, 6, 9, 7, 8, 0, 4, 0, 1, 4, 5, 9, 4, 4, 4, 9, 9, 7, 2, 0, 4, 7, 8, 7, 3, 7, 1, 7, 8, 9, 0, 8, 6, 5, 5, 0, 2, 8, 5, 8, 7, 5, 1, 4, 4, 1, 5, 1, 6, 5, 9, 3, 4, 9, 8, 2, 2, 8, 3, 4, 5, 7, 0, 6, 9]",exponential,750,0.005,0.001,749.5611269778781,750,2048,exp_decay,100,888,1.0284290313720703
512,201.0,1022,0.24210664100246504,"[5, 5, 1, 8, 7, 9, 4, 5, 7, 2, 9, 8, 2, 6, 6, 7, 7, 2, 8, 5, 5, 4, 6, 9, 7, 6, 8, 5, 1, 8, 4, 9, 5, 6, 9, 6, 0, 3, 9, 7, 0, 4, 5, 4, 9, 1, 8, 4, 0, 7, 2, 8, 2, 2, 1, 1, 0, 0, 7, 0, 1, 5, 1, 7, 1, 5, 1, 7, 5, 3, 2, 0, 7, 8, 6, 4, 1, 9, 3, 4, 1, 8, 9, 9, 7, 7, 5, 3, 6, 0, 6, 8, 5, 1, 1, 8, 8, 3, 3, 5]",exponential,750,0.005,0.001,749.09264939606,750,2048,exp_decay,100,888,1.0284290313720703
1024,213.0,2032,0.5741800229880027,"[7, 7, 1, 2, 2, 9, 5, 8, 4, 3, 5, 0, 3, 7, 0, 4, 4, 0, 1, 4, 6, 9, 5, 1, 8, 2, 4, 0, 3, 3, 8, 7, 4, 3, 8, 7, 1, 6, 9, 6, 4, 1, 6, 2, 5, 7, 3, 5, 9, 4, 7, 4, 7, 3, 0, 6, 4, 4, 1, 3, 4, 7, 9, 6, 6, 9, 4, 0, 7, 1, 9, 2, 3, 3, 2, 9, 3, 7, 8, 9, 8, 7, 4, 6, 9, 6, 6, 6, 6, 6, 0, 6, 4, 6, 6, 1, 0, 8, 3, 0]",exponential,750,0.005,0.001,747.8499127334488,750,2048,exp_decay,100,888,1.0284290313720703
2048,230.0,2998,1.0189405019627884,"[4, 4, 4, 1, 5, 9, 0, 8, 5, 2, 6, 0, 1, 2, 2, 9, 6, 8, 6, 4, 4, 7, 3, 8, 9, 7, 9, 8, 3, 5, 6, 3, 2, 1, 7, 9, 0, 0, 6, 0, 6, 7, 9, 1, 0, 1, 2, 7, 7, 9, 4, 1, 6, 4, 4, 9, 0, 1, 3, 2, 3, 1, 7, 2, 7, 7, 9, 8, 6, 2, 4, 5, 3, 2, 6, 3, 8, 8, 7, 2, 0, 3, 8, 6, 2, 4, 1, 2, 3, 1, 5, 0, 2, 8, 4, 8, 9, 0, 6, 1]",exponential,750,0.005,0.001,746.1886901065373,750,2048,exp_decay,100,888,1.0284290313720703
0,206.0,0,0.0003651130245998502,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",exponential,750,0.005,0.001,749.9986308274075,750,2048,exp_decay,100,12345,1.2830326557159424
1,204.0,2,0.0021594600402750075,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",exponential,750,0.005,0.001,749.9919020685669,750,2048,exp_decay,100,12345,1.2830326557159424
2,204.0,4,0.003936346038244665,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 8, 0]",exponential,750,0.005,0.001,749.9852388476196,750,2048,exp_decay,100,12345,1.2830326557159424
4,205.0,8,0.005989328026771545,"[2, 5, 1, 7, 9, 5, 2, 1, 6, 1, 9, 7, 6, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 8, 0]",exponential,750,0.005,0.001,749.9775403561968,750,2048,exp_decay,100,12345,1.2830326557159424
8,205.0,16,0.008683927007950842,"[2, 5, 4, 7, 9, 5, 2, 1, 6, 1, 9, 7, 6, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 4, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 4, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 6, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 8, 0]",exponential,750,0.005,0.001,749.9674359806842,750,2048,exp_decay,100,12345,1.2830326557159424
16,206.0,32,0.012711688003037125,"[2, 5, 4, 7, 9, 5, 2, 1, 6, 1, 9, 8, 2, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 4, 0, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 4, 9, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 6, 7, 5, 7, 1, 0, 9, 3, 0, 7, 0, 6, 6, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 5, 5, 9, 9, 1, 9, 5, 0, 8, 8, 6, 0, 8, 0]",exponential,750,0.005,0.001,749.9523326848347,750,2048,exp_decay,100,12345,1.2830326557159424
