Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters,Algorithm,Wall_Clock_Time,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,Restarts,current_restart
64,49.0,128,0.02853909501573071,"[2, 2, 4, 2, 7, 3, 0, 0, 4, 0, 5, 7, 7, 2, 6, 6, 2, 2, 0, 6, 5, 6, 6, 3, 6]",,,2048,SA,0.6274008750915527,exponential,750.0,0.005,0.001,749.8929860290773,750,,
128,42.0,256,0.041925720986910164,"[2, 6, 6, 2, 1, 2, 2, 2, 7, 5, 0, 0, 1, 0, 5, 0, 4, 5, 5, 4, 2, 0, 0, 2, 1]",,,2048,SA,0.6274008750915527,exponential,750.0,0.005,0.001,749.8427950242046,750,,
256,47.0,512,0.09065529401414096,"[4, 2, 1, 6, 2, 5, 3, 3, 2, 0, 4, 2, 5, 5, 5, 5, 5, 4, 5, 1, 0, 5, 2, 2, 0]",,,2048,SA,0.6274008750915527,exponential,750.0,0.005,0.001,749.6601196831414,750,,
512,45.0,1023,0.15882709599100053,"[4, 4, 4, 4, 4, 3, 0, 0, 3, 6, 6, 2, 1, 1, 0, 1, 0, 2, 5, 5, 2, 3, 2, 7, 4]",,,2048,SA,0.6274008750915527,exponential,750.0,0.005,0.001,749.4046348216285,750,,
1024,49.0,2029,0.37244107900187373,"[5, 0, 0, 7, 7, 2, 0, 6, 3, 3, 3, 6, 2, 1, 5, 6, 1, 7, 3, 3, 7, 7, 1, 5, 2]",,,2048,SA,0.6274008750915527,exponential,750.0,0.005,0.001,748.6046455752471,750,,
2048,55.0,2796,0.6177003440097906,"[5, 2, 3, 0, 7, 2, 4, 6, 2, 0, 3, 4, 1, 4, 3, 2, 4, 7, 5, 7, 6, 3, 1, 7, 0]",,,2048,SA,0.6274008750915527,exponential,750.0,0.005,0.001,747.6871970962914,750,,
0,47.0,0,0.00018385599832981825,"[2, 5, 5, 1, 4, 1, 6, 6, 5, 2, 5, 1, 6, 1, 3, 6, 1, 3, 7, 6, 0, 2, 1, 3, 5]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.9993105403231,750,,
1,46.0,2,0.0018748380243778229,"[2, 5, 5, 1, 4, 1, 6, 6, 5, 2, 1, 1, 6, 1, 3, 6, 1, 3, 7, 6, 0, 2, 1, 3, 5]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.9929693903617,750,,
2,45.0,4,0.003505380009301007,"[2, 5, 5, 1, 4, 1, 6, 3, 5, 2, 1, 1, 6, 1, 3, 6, 1, 3, 7, 6, 0, 2, 1, 3, 5]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.9868549401615,750,,
4,46.0,8,0.005184880981687456,"[2, 3, 5, 1, 4, 1, 6, 3, 5, 2, 1, 1, 6, 1, 3, 6, 1, 3, 7, 6, 0, 2, 1, 3, 6]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.9805569483445,750,,
8,47.0,16,0.0070823379792273045,"[4, 3, 5, 1, 4, 2, 6, 3, 5, 2, 1, 1, 6, 1, 3, 6, 1, 4, 7, 6, 0, 2, 1, 3, 6]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.9734417028178,750,,
16,47.0,32,0.00949875102378428,"[4, 3, 5, 1, 4, 2, 0, 3, 6, 2, 1, 1, 0, 1, 4, 6, 1, 4, 2, 6, 0, 2, 1, 3, 6]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.9643805295187,750,,
32,43.0,64,0.012945625989232212,"[2, 3, 5, 1, 4, 1, 2, 1, 6, 2, 1, 7, 0, 1, 3, 6, 1, 3, 6, 6, 2, 2, 6, 3, 6]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.9514554736555,750,,
64,49.0,128,0.018637294007930905,"[4, 1, 4, 7, 4, 4, 7, 5, 0, 7, 7, 4, 3, 6, 0, 2, 1, 1, 1, 5, 2, 5, 6, 5, 0]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.9301134037635,750,,
128,51.0,256,0.029772833979222924,"[3, 6, 7, 5, 7, 6, 5, 0, 7, 2, 7, 6, 2, 0, 3, 0, 7, 1, 1, 5, 5, 6, 1, 5, 2]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.8883601823684,750,,
256,50.0,512,0.05553562298882753,"[3, 2, 6, 6, 4, 6, 0, 0, 7, 5, 3, 7, 1, 2, 6, 6, 4, 4, 6, 1, 1, 5, 3, 1, 0]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.7917703255416,750,,
512,55.0,854,0.09967563301324844,"[6, 5, 6, 7, 2, 2, 6, 0, 2, 4, 4, 7, 2, 6, 5, 1, 5, 3, 6, 6, 0, 1, 3, 4, 7]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.6263095035271,750,,
1024,55.0,854,0.09967563301324844,"[6, 5, 6, 7, 2, 2, 6, 0, 2, 4, 4, 7, 2, 6, 5, 1, 5, 3, 6, 6, 0, 1, 3, 4, 7]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.6263095035271,750,,
2048,55.0,854,0.09967563301324844,"[6, 5, 6, 7, 2, 2, 6, 0, 2, 4, 4, 7, 2, 6, 5, 1, 5, 3, 6, 6, 0, 1, 3, 4, 7]",,,2048,SA,0.10728311538696289,exponential,750.0,0.005,0.001,749.6263095035271,750,,
0,48.0,0,0.00019047001842409372,"[5, 2, 7, 0, 5, 5, 5, 5, 7, 5, 3, 1, 6, 0, 3, 6, 6, 5, 5, 6, 4, 0, 7, 7, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
1,48.0,1,0.0015970420208759606,"[5, 2, 7, 0, 5, 5, 5, 5, 7, 5, 3, 1, 6, 0, 3, 6, 6, 5, 5, 6, 4, 0, 7, 7, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
2,49.0,3,0.003004623984452337,"[5, 2, 7, 0, 5, 5, 5, 5, 7, 5, 3, 1, 6, 0, 3, 6, 6, 5, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
4,50.0,6,0.0043978269677609205,"[5, 2, 7, 0, 5, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 6, 6, 5, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
8,50.0,10,0.006168227002490312,"[5, 2, 7, 0, 5, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 6, 6, 5, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
16,50.0,18,0.008021352987270802,"[5, 2, 7, 0, 5, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 6, 6, 5, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
32,51.0,35,0.010598788969218731,"[5, 2, 7, 0, 5, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 6, 5, 5, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
64,55.0,57,0.013901479018386453,"[5, 2, 7, 0, 2, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 2, 3, 6, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
128,55.0,57,0.013901479018386453,"[5, 2, 7, 0, 2, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 2, 3, 6, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
256,55.0,57,0.013901479018386453,"[5, 2, 7, 0, 2, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 2, 3, 6, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
512,55.0,57,0.013901479018386453,"[5, 2, 7, 0, 2, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 2, 3, 6, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
1024,55.0,57,0.013901479018386453,"[5, 2, 7, 0, 2, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 2, 3, 6, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
2048,55.0,57,0.013901479018386453,"[5, 2, 7, 0, 2, 5, 5, 6, 7, 5, 3, 1, 6, 0, 3, 2, 3, 6, 5, 6, 4, 0, 7, 0, 7]",,,2048,RHC,0.016985177993774414,,,,,,,0.0,0.0
0,49.0,0,0.00018405000446364284,"[6, 2, 5, 7, 6, 3, 7, 6, 1, 4, 5, 1, 0, 5, 4, 0, 1, 3, 0, 6, 2, 3, 2, 2, 6]",,,2048,RHC,0.025109052658081055,,,,,,,0.0,0.0
1,49.0,1,0.0015141970361582935,"[6, 2, 5, 7, 6, 3, 7, 6, 1, 4, 5, 1, 0, 5, 4, 0, 1, 3, 0, 6, 2, 3, 2, 2, 6]",,,2048,RHC,0.025109052658081055,,,,,,,0.0,0.0
2,49.0,2,0.0031072600395418704,"[6, 2, 5, 7, 6, 3, 7, 6, 1, 4, 5, 1, 0, 5, 4, 0, 1, 3, 0, 6, 2, 3, 2, 2, 6]",,,2048,RHC,0.025109052658081055,,,,,,,0.0,0.0
4,50.0,5,0.0045809990260750055,"[6, 2, 5, 7, 6, 3, 7, 6, 7, 4, 5, 1, 0, 5, 4, 0, 1, 3, 0, 6, 2, 3, 2, 2, 6]",,,2048,RHC,0.025109052658081055,,,,,,,0.0,0.0
8,50.0,9,0.006261637026909739,"[6, 2, 5, 7, 6, 3, 7, 6, 7, 4, 5, 1, 0, 5, 4, 0, 1, 3, 0, 6, 2, 3, 2, 2, 6]",,,2048,RHC,0.025109052658081055,,,,,,,0.0,0.0
