Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
9,0.23920535802608356,120.0,1011.0,100,0.1,2048
10,0.2506708779837936,120.0,1112.0,100,0.1,2048
11,0.2792061860091053,120.0,1213.0,100,0.1,2048
12,0.2897064760327339,120.0,1314.0,100,0.1,2048
13,0.29792073799762875,120.0,1415.0,100,0.1,2048
14,0.30615173699334264,120.0,1516.0,100,0.1,2048
15,0.31398262100992724,120.0,1617.0,100,0.1,2048
16,0.31791211903328076,120.0,1718.0,100,0.1,2048
17,0.3248506120289676,120.0,1819.0,100,0.1,2048
18,0.3285358230350539,120.0,1920.0,100,0.1,2048
19,0.33222288999240845,121.0,2022.0,100,0.1,2048
20,0.005390528007410467,121.0,2123.0,100,0.1,2048
21,0.018408748030196875,121.0,2224.0,100,0.1,2048
22,0.03645735501777381,121.0,2325.0,100,0.1,2048
23,0.04931515600765124,122.0,2427.0,100,0.1,2048
24,0.0635710500064306,122.0,2528.0,100,0.1,2048
25,0.07810125302057713,122.0,2629.0,100,0.1,2048
26,0.08628259599208832,122.0,2730.0,100,0.1,2048
27,0.09616125700995326,122.0,2831.0,100,0.1,2048
28,0.10376326501136646,122.0,2932.0,100,0.1,2048
29,0.11296464002225548,122.0,3033.0,100,0.1,2048
30,0.12108794500818476,123.0,3135.0,100,0.1,2048
0,0.004718067997600883,109.0,250.0,250,0.1,2048
1,0.03179448301671073,120.0,502.0,250,0.1,2048
2,0.06867936003254727,121.0,754.0,250,0.1,2048
3,0.12611364398617297,121.0,1005.0,250,0.1,2048
4,0.13143305201083422,121.0,1256.0,250,0.1,2048
5,0.13890462700510398,121.0,1507.0,250,0.1,2048
6,0.2021795699838549,121.0,1758.0,250,0.1,2048
7,0.20926544402027503,121.0,2009.0,250,0.1,2048
8,0.22555375698721036,121.0,2260.0,250,0.1,2048
9,0.23920535802608356,121.0,2511.0,250,0.1,2048
10,0.2506708779837936,121.0,2762.0,250,0.1,2048
11,0.2792061860091053,121.0,3013.0,250,0.1,2048
12,0.2897064760327339,121.0,3264.0,250,0.1,2048
13,0.29792073799762875,123.0,3516.0,250,0.1,2048
0,0.004718067997600883,109.0,500.0,500,0.1,2048
1,0.03179448301671073,119.0,1002.0,500,0.1,2048
2,0.06867936003254727,119.0,1503.0,500,0.1,2048
3,0.12611364398617297,119.0,2004.0,500,0.1,2048
4,0.13143305201083422,119.0,2505.0,500,0.1,2048
5,0.13890462700510398,119.0,3006.0,500,0.1,2048
6,0.2021795699838549,120.0,3508.0,500,0.1,2048
7,0.20926544402027503,120.0,4009.0,500,0.1,2048
8,0.22555375698721036,120.0,4510.0,500,0.1,2048
9,0.23920535802608356,120.0,5011.0,500,0.1,2048
10,0.2506708779837936,120.0,5512.0,500,0.1,2048
11,0.2792061860091053,121.0,6014.0,500,0.1,2048
12,0.2897064760327339,121.0,6515.0,500,0.1,2048
13,0.29792073799762875,121.0,7016.0,500,0.1,2048
14,0.30615173699334264,121.0,7517.0,500,0.1,2048
15,0.31398262100992724,121.0,8018.0,500,0.1,2048
16,0.31791211903328076,121.0,8519.0,500,0.1,2048
17,0.3248506120289676,121.0,9020.0,500,0.1,2048
18,0.3285358230350539,121.0,9521.0,500,0.1,2048
19,0.33222288999240845,121.0,10022.0,500,0.1,2048
20,0.005390528007410467,122.0,10524.0,500,0.1,2048
21,0.018408748030196875,122.0,11025.0,500,0.1,2048
22,0.03645735501777381,122.0,11526.0,500,0.1,2048
23,0.04931515600765124,122.0,12027.0,500,0.1,2048
24,0.0635710500064306,122.0,12528.0,500,0.1,2048
25,0.07810125302057713,122.0,13029.0,500,0.1,2048
26,0.08628259599208832,122.0,13530.0,500,0.1,2048
27,0.09616125700995326,122.0,14031.0,500,0.1,2048
28,0.10376326501136646,122.0,14532.0,500,0.1,2048
29,0.11296464002225548,122.0,15033.0,500,0.1,2048
30,0.12108794500818476,122.0,15534.0,500,0.1,2048
31,0.12960014498094097,122.0,16035.0,500,0.1,2048
32,0.13794839900219813,122.0,16536.0,500,0.1,2048
33,0.14589867502218112,122.0,17037.0,500,0.1,2048
34,0.15389835002133623,122.0,17538.0,500,0.1,2048
35,0.1614190160180442,122.0,18039.0,500,0.1,2048
36,0.16915064002387226,122.0,18540.0,500,0.1,2048
37,0.17936251498758793,122.0,19041.0,500,0.1,2048
38,0.1913718800060451,122.0,19542.0,500,0.1,2048
39,0.20393758203135803,122.0,20043.0,500,0.1,2048
40,0.21152855799300596,122.0,20544.0,500,0.1,2048
41,0.22501361899776384,122.0,21045.0,500,0.1,2048
42,0.23193002003245056,122.0,21546.0,500,0.1,2048
43,0.2401707079843618,122.0,22047.0,500,0.1,2048
44,0.2472772619803436,122.0,22548.0,500,0.1,2048
45,0.25489871902391315,122.0,23049.0,500,0.1,2048
46,0.26247433002572507,122.0,23550.0,500,0.1,2048
47,0.2696586510282941,123.0,24052.0,500,0.1,2048
0,0.004718067997600883,109.0,750.0,750,0.1,2048
1,0.03179448301671073,120.0,1502.0,750,0.1,2048
2,0.06867936003254727,120.0,2253.0,750,0.1,2048
3,0.12611364398617297,120.0,3004.0,750,0.1,2048
4,0.13143305201083422,120.0,3755.0,750,0.1,2048
5,0.13890462700510398,121.0,4507.0,750,0.1,2048
6,0.2021795699838549,121.0,5258.0,750,0.1,2048
7,0.20926544402027503,121.0,6009.0,750,0.1,2048
8,0.22555375698721036,121.0,6760.0,750,0.1,2048
9,0.23920535802608356,121.0,7511.0,750,0.1,2048
10,0.2506708779837936,121.0,8262.0,750,0.1,2048
11,0.2792061860091053,121.0,9013.0,750,0.1,2048
12,0.2897064760327339,121.0,9764.0,750,0.1,2048
13,0.29792073799762875,121.0,10515.0,750,0.1,2048
14,0.30615173699334264,121.0,11266.0,750,0.1,2048
15,0.31398262100992724,121.0,12017.0,750,0.1,2048
16,0.31791211903328076,121.0,12768.0,750,0.1,2048
17,0.3248506120289676,121.0,13519.0,750,0.1,2048
18,0.3285358230350539,121.0,14270.0,750,0.1,2048
19,0.33222288999240845,121.0,15021.0,750,0.1,2048
20,0.005390528007410467,122.0,15773.0,750,0.1,2048
21,0.018408748030196875,122.0,16524.0,750,0.1,2048
22,0.03645735501777381,122.0,17275.0,750,0.1,2048
23,0.04931515600765124,122.0,18026.0,750,0.1,2048
24,0.0635710500064306,122.0,18777.0,750,0.1,2048
25,0.07810125302057713,122.0,19528.0,750,0.1,2048
26,0.08628259599208832,122.0,20279.0,750,0.1,2048
27,0.09616125700995326,122.0,21030.0,750,0.1,2048
28,0.10376326501136646,122.0,21781.0,750,0.1,2048
29,0.11296464002225548,122.0,22532.0,750,0.1,2048
30,0.12108794500818476,122.0,23283.0,750,0.1,2048
31,0.12960014498094097,123.0,24035.0,750,0.1,2048
0,0.004718067997600883,109.0,1000.0,1000,0.1,2048
1,0.03179448301671073,120.0,2002.0,1000,0.1,2048
2,0.06867936003254727,120.0,3003.0,1000,0.1,2048
3,0.12611364398617297,121.0,4005.0,1000,0.1,2048
4,0.13143305201083422,121.0,5006.0,1000,0.1,2048
5,0.13890462700510398,121.0,6007.0,1000,0.1,2048
6,0.2021795699838549,121.0,7008.0,1000,0.1,2048
7,0.20926544402027503,121.0,8009.0,1000,0.1,2048
8,0.22555375698721036,121.0,9010.0,1000,0.1,2048
9,0.23920535802608356,121.0,10011.0,1000,0.1,2048
10,0.2506708779837936,121.0,11012.0,1000,0.1,2048
11,0.2792061860091053,121.0,12013.0,1000,0.1,2048
12,0.2897064760327339,121.0,13014.0,1000,0.1,2048
13,0.29792073799762875,121.0,14015.0,1000,0.1,2048
14,0.30615173699334264,121.0,15016.0,1000,0.1,2048
15,0.31398262100992724,121.0,16017.0,1000,0.1,2048
16,0.31791211903328076,122.0,17019.0,1000,0.1,2048
17,0.3248506120289676,122.0,18020.0,1000,0.1,2048
18,0.3285358230350539,122.0,19021.0,1000,0.1,2048
19,0.33222288999240845,122.0,20022.0,1000,0.1,2048
20,0.005390528007410467,122.0,21023.0,1000,0.1,2048
21,0.018408748030196875,122.0,22024.0,1000,0.1,2048
22,0.03645735501777381,122.0,23025.0,1000,0.1,2048
23,0.04931515600765124,122.0,24026.0,1000,0.1,2048
24,0.0635710500064306,122.0,25027.0,1000,0.1,2048
25,0.07810125302057713,123.0,26029.0,1000,0.1,2048
