Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart,Problem_Size,Seed,Wall_Clock_Time
512,230.0,279,0.10765669896500185,"[6, 3, 7, 1, 1, 0, 2, 9, 3, 0, 6, 3, 2, 0, 1, 7, 2, 8, 1, 3, 4, 9, 4, 2, 6, 9, 2, 9, 1, 0, 2, 6, 0, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 2, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 1, 8, 4, 4, 5, 0, 6, 6, 7, 9, 5, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 4, 4, 5, 5, 2, 4, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",0,2048,0,100,888,0.11388611793518066
1024,230.0,279,0.10765669896500185,"[6, 3, 7, 1, 1, 0, 2, 9, 3, 0, 6, 3, 2, 0, 1, 7, 2, 8, 1, 3, 4, 9, 4, 2, 6, 9, 2, 9, 1, 0, 2, 6, 0, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 2, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 1, 8, 4, 4, 5, 0, 6, 6, 7, 9, 5, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 4, 4, 5, 5, 2, 4, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",0,2048,0,100,888,0.11388611793518066
2048,230.0,279,0.10765669896500185,"[6, 3, 7, 1, 1, 0, 2, 9, 3, 0, 6, 3, 2, 0, 1, 7, 2, 8, 1, 3, 4, 9, 4, 2, 6, 9, 2, 9, 1, 0, 2, 6, 0, 1, 2, 1, 9, 8, 4, 3, 3, 0, 8, 6, 2, 3, 2, 4, 2, 1, 9, 7, 5, 2, 8, 3, 3, 3, 8, 1, 7, 1, 8, 4, 4, 5, 0, 6, 6, 7, 9, 5, 9, 9, 6, 0, 5, 7, 7, 6, 9, 5, 4, 4, 5, 5, 2, 4, 5, 4, 7, 6, 8, 2, 4, 8, 7, 0, 4, 7]",0,2048,0,100,888,0.11388611793518066
0,206.0,0,0.0009305629646405578,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",0,2048,0,100,12345,0.1790158748626709
1,206.0,1,0.0031833219691179693,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",0,2048,0,100,12345,0.1790158748626709
2,206.0,2,0.006517894973512739,"[2, 5, 1, 4, 9, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",0,2048,0,100,12345,0.1790158748626709
4,207.0,5,0.00836939294822514,"[2, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 6, 0, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",0,2048,0,100,12345,0.1790158748626709
8,208.0,10,0.010648310999386013,"[2, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 6, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 0, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 6, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",0,2048,0,100,12345,0.1790158748626709
16,210.0,20,0.015642399957869202,"[2, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 6, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 9, 3, 0, 6, 2, 1, 5, 8, 6, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 9, 1, 9, 5, 0, 8, 8, 2, 0, 2, 0]",0,2048,0,100,12345,0.1790158748626709
32,214.0,39,0.02350599196506664,"[2, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 2, 5, 2, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 9, 3, 0, 6, 2, 1, 5, 8, 0, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 5, 2, 4, 8, 2, 5, 6, 5, 9, 9, 1, 9, 5, 0, 8, 8, 2, 7, 2, 0]",0,2048,0,100,12345,0.1790158748626709
64,217.0,73,0.033516735944431275,"[2, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 2, 5, 6, 9, 1, 2, 6, 7, 7, 7, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 5, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 9, 3, 0, 6, 2, 1, 5, 8, 0, 5, 1, 0, 5, 8, 2, 9, 4, 7, 9, 7, 2, 4, 8, 2, 5, 6, 5, 9, 9, 1, 9, 5, 0, 8, 8, 2, 7, 2, 0]",0,2048,0,100,12345,0.1790158748626709
128,225.0,143,0.056941620947327465,"[0, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 2, 5, 6, 9, 1, 2, 6, 6, 7, 9, 8, 7, 1, 7, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 0, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 9, 3, 0, 6, 2, 2, 5, 8, 0, 5, 1, 0, 5, 8, 7, 9, 4, 7, 9, 7, 2, 4, 8, 2, 5, 6, 5, 9, 9, 1, 9, 5, 0, 8, 8, 2, 7, 2, 0]",0,2048,0,100,12345,0.1790158748626709
256,226.0,272,0.09376933897146955,"[0, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 2, 5, 6, 9, 1, 2, 6, 6, 7, 9, 8, 7, 1, 3, 4, 0, 3, 5, 7, 3, 1, 5, 2, 5, 3, 8, 5, 2, 5, 3, 0, 6, 8, 0, 0, 6, 8, 9, 2, 2, 2, 9, 7, 5, 7, 1, 0, 9, 3, 9, 3, 0, 6, 2, 2, 5, 8, 0, 5, 1, 0, 5, 8, 7, 9, 4, 7, 9, 7, 2, 4, 8, 2, 5, 6, 5, 9, 9, 1, 9, 5, 0, 8, 8, 2, 7, 2, 0]",0,2048,0,100,12345,0.1790158748626709
512,230.0,451,0.16922758897999302,"[0, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 2, 5, 6, 9, 1, 2, 1, 6, 7, 9, 8, 7, 1, 3, 4, 0, 3, 5, 7, 3, 1, 5, 2, 3, 3, 8, 5, 2, 5, 3, 0, 6, 8, 4, 0, 6, 8, 9, 2, 2, 2, 9, 7, 6, 7, 1, 0, 9, 3, 9, 3, 0, 6, 2, 2, 5, 8, 0, 5, 1, 0, 5, 8, 7, 9, 4, 7, 9, 7, 2, 4, 8, 2, 5, 6, 5, 9, 9, 1, 9, 5, 0, 8, 8, 2, 7, 2, 0]",0,2048,0,100,12345,0.1790158748626709
1024,230.0,451,0.16922758897999302,"[0, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 2, 5, 6, 9, 1, 2, 1, 6, 7, 9, 8, 7, 1, 3, 4, 0, 3, 5, 7, 3, 1, 5, 2, 3, 3, 8, 5, 2, 5, 3, 0, 6, 8, 4, 0, 6, 8, 9, 2, 2, 2, 9, 7, 6, 7, 1, 0, 9, 3, 9, 3, 0, 6, 2, 2, 5, 8, 0, 5, 1, 0, 5, 8, 7, 9, 4, 7, 9, 7, 2, 4, 8, 2, 5, 6, 5, 9, 9, 1, 9, 5, 0, 8, 8, 2, 7, 2, 0]",0,2048,0,100,12345,0.1790158748626709
2048,230.0,451,0.16922758897999302,"[0, 5, 1, 4, 7, 5, 2, 1, 6, 1, 9, 7, 2, 5, 6, 9, 1, 2, 1, 6, 7, 9, 8, 7, 1, 3, 4, 0, 3, 5, 7, 3, 1, 5, 2, 3, 3, 8, 5, 2, 5, 3, 0, 6, 8, 4, 0, 6, 8, 9, 2, 2, 2, 9, 7, 6, 7, 1, 0, 9, 3, 9, 3, 0, 6, 2, 2, 5, 8, 0, 5, 1, 0, 5, 8, 7, 9, 4, 7, 9, 7, 2, 4, 8, 2, 5, 6, 5, 9, 9, 1, 9, 5, 0, 8, 8, 2, 7, 2, 0]",0,2048,0,100,12345,0.1790158748626709
